Number	ShortName	FullName
957	ARUMMAC	Arum maculatum
958	ARUM-SP	Arum species
959	ARUNDIO	Aruncus dioicus
960	ARUN-SP	Aruncus species
961	ASAREUR	Asarum europaeum
962	ASARE-C	Asarum europaeum
963	ASARE-E	Asarum europaeum
964	ASAR-SP	Asarum species
965	ASCHCAR	Aschisma carniolicum
966	ASCH-SP	Aschisma species
967	ASCLSYR	Asclepias syriaca
968	ASCL-SP	Asclepias species
969	ASPAOFF	Asparagus officinalis
971	ASPA-SP	Asparagus species
972	ASPEPRO	Asperugo procumbens
973	ASPE-SP	Asperugo species
976	ASPRARV	Asperula arvensis
977	ASPRCYN	Asperula cynanchica
979	ASPRORI	Asperula orientalis
984	ASPRTIN	Asperula tinctoria
985	ASPR-SP	Asperula species
988	ASPIAMP	Aspicilia amphibola
989	ASPIAQU	Aspicilia aquatica
990	ASPIBRI	Aspicilia bricconensis
991	ASPICAE	Aspicilia caesiocinerea
992	"ASPIC;C"	Aspicilia caesiocinerea var. caesiocinerea
993	"ASPIC;S"	Aspicilia caesiocinerea var. subdepressa
994	ASPICAL	Aspicilia calcarea
995	ASPICAN	Aspicilia candida
996	ASPICHA	Aspicilia chadefaudiana
997	ASPICIN	Aspicilia cinerea
998	ASPICIE	Aspicilia cinerea f. papillata
999	ASPICON	Aspicilia contorta
1000	ASPIC-H	Aspicilia contorta ssp. hoffmanniana
1001	ASPICOR	Aspicilia corallophora
1002	ASPICOO	Aspicilia coronata
1003	ASPIFAR	Aspicilia farinosa
1004	ASPIGIB	Aspicilia gibbosa
1005	ASPIGIO	Aspicilia gibbosula
1006	ASPIGLO	Aspicilia glomerulans
1007	ASPIGRI	Aspicilia grisea
1008	ASPIINO	Aspicilia inornata
1009	ASPIINT	Aspicilia intermutans
1010	ASPILAC	Aspicilia lactea
1011	ASPILAE	Aspicilia laevata
1012	ASPILAV	Aspicilia laevatoides
1013	ASPILIG	Aspicilia lignicola
1014	ASPIMAS	Aspicilia mastrucata
1015	ASPIMIC	Aspicilia microspora
1016	ASPIMOE	Aspicilia moenium
1017	ASPIMON	Aspicilia montana
1018	ASPIMYR	Aspicilia myrinii
1019	ASPINUN	Aspicilia nunatakkorum
1020	ASPIPOL	Aspicilia polychroma
1021	ASPIREC	Aspicilia recedens
1022	ASPIROL	Aspicilia rolleana
1023	ASPISIM	Aspicilia simoensis
1024	ASPISUB	Aspicilia subdepressa
1025	ASPISUP	Aspicilia supertegens
1026	ASPITRA	Aspicilia trachytica
1027	ASPIVER	Aspicilia verrucculosa
1028	ASPIVIR	Aspicilia virginea
1029	ASPIVII	Aspicilia viridescens
1030	ASPI-SP	Aspicilia species
1032	ASPLADI	Asplenium adiantum-nigrum
1033	ASPLADU	Asplenium adulterinum
1034	ASPLA-A	Asplenium adulterinum
1035	ASPLCET	Asplenium ceterach
1037	ASPLC-C	Asplenium ceterach
1038	ASPLCUN	Asplenium cuneifolium
1042	ASPLRUT	Asplenium ruta-muraria
1044	ASPLR-R	Asplenium ruta-muraria ssp. ruta-muraria
1045	ASPLSCO	Asplenium scolopendrium ssp. scolopendrium
1047	ASPLSEP	Asplenium septentrionale
1048	ASPLTRI	Asplenium trichomanes
1050	ASPLT-P	Asplenium trichomanes ssp. pachyrachis
1051	ASPLT-Q	Asplenium trichomanes ssp. quadrivalens
1052	ASPLT-T	Asplenium trichomanes ssp. trichomanes
1053	ASPLVIR	Asplenium viride
1054	ASPL*AL	Asplenium x alternifolium nssp. alternifolium
1055	ASPL-SP	Asplenium species
1056	ASTEALP	Aster alpinus
1057	ASTEAME	Aster amellus
1058	ASTEBEL	Bellidiastrum michelii
1059	ASTECAN	Galatella cana
1060	ASTELAE	Symphyotrichum laeve
1061	ASTELAN	Symphyotrichum lanceolatum
1062	ASTELIN	Galatella linosyris
1063	ASTENOV	Symphyotrichum novae-angliae
1064	ASTE#NO	Symphyotrichum novi-belgii agg.
1065	ASTENOI	Symphyotrichum novi-belgii
1068	ASTETRI	Tripolium pannonicum
1069	ASTET-P	Tripolium pannonicum ssp. pannonicum
1070	ASTE*SA	Symphyotrichum x salignum
1071	ASTE*VE	Symphyotrichum x versicolor
1072	ASTECOR	Symphyotrichum cordifolium
1073	ASTEDIV	Eurybia divaricata
1074	ASTE-SP	Aster species
1075	ASTRAFR	Asterella africana
1076	ASTRGRA	Asterella gracilis
1077	ASTRLIN	Asterella lindenbergiana
1078	ASTRSAC	Asterella saccata
1079	ASTR-SP	Asterella species
1080	ASTOMAZ	Asterophoma mazaediicola
1081	ASTO-SP	Asterophoma species
1083	ASTI-SP	Astilbe species
1085	ASTAARE	Astragalus arenarius
1086	ASTAASP	Astragalus asper
1088	ASTAAUT	Astragalus austriacus
1089	ASTACIC	Astragalus cicer
1090	ASTADAN	Astragalus danicus
1093	ASTAEXS	Astragalus exscapus
1096	ASTAGLY	Astragalus glycyphyllos
1101	ASTAONO	Astragalus onobrychis
1106	ASTAGLC	Astragalus glycyphylloides
1107	ASTA-SP	Astragalus species
1110	ASTNMAJ	Astrantia major
1112	ASTNM-M	Astrantia major ssp. major
1113	ASTN-SP	Astrantia species
1114	ASTDORI	Astrodaucus orientalis
1115	ASTD-SP	Astrodaucus species
1118	ATHAHYA	Athalamia hyalina
1119	"ATHAH;H"	Athalamia hyalina var. hyalina
1120	"ATHAH;S"	Athalamia hyalina var. suecica
1121	ATHASPA	Athalamia spathysii
1122	ATHA-SP	Athalamia species
1125	ATHEARA	Athelia arachnoidea
1126	ATHE-SP	Athelia species
1127	ATHYDIS	Athyrium distentifolium
1128	ATHYFIL	Athyrium filix-femina
1129	ATHY-SP	Athyrium species
1130	ATRAALP	Atractylocarpus alpinus
1131	ATRA-SP	Atractylocarpus species
1132	ATRIANG	Atrichum angustatum
1133	ATRICRI	Atrichum crispum
1134	ATRITEN	Atrichum tenellum
1135	ATRIUND	Atrichum undulatum
1136	"ATRIU;G"	Atrichum undulatum var. gracilisetum
1137	"ATRIU;O"	Atrichum undulatum var. oerstedianum
1138	"ATRIU;U"	Atrichum undulatum var. undulatum
1139	ATRI-SP	Atrichum species
1140	ATRPHOR	Atriplex hortensis
1141	ATRPLIT	Atriplex littoralis
1142	ATRPMIC	Atriplex micrantha
1143	ATRPOBL	Atriplex oblongifolia
1144	ATRPPAT	Atriplex patula
1145	ATRPPRO	Atriplex prostrata ssp. latifolia
1146	ATRPROS	Atriplex rosea
1147	ATRPSAG	Atriplex sagittata
1148	ATRPTAT	Atriplex tatarica
1149	ATRPSEM	Atriplex semilunaris
1150	ATRP-SP	Aster species
1151	ATROBEL	Atropa bella-donna
1152	ATRO-SP	Astilbe species
1153	AUBRCOL	Aubrieta columnae
1155	AUBRDEL	Aubrieta deltoidea
1156	AUBR-SP	Astragalus species
1157	AULAAND	Aulacomnium androgynum
1158	AULAPAL	Aulacomnium palustre
1159	"AULAP;I"	Aulacomnium palustre var. imbricatum
1160	"AULAP;P"	Aulacomnium palustre var. palustre
1161	AULATUR	Aulacomnium turgidum
1162	AULA-SP	Aulacomnium species
1164	AURISAX	Aurinia saxatilis
1165	AURI-SP	Astrantia species
1166	AVENBAR	Avena barbata
1167	AVENBRE	Avena brevis
1168	AVENFAT	Avena fatua
1170	AVENSAT	Avena sativa
1171	AVENSTE	Avena sterilis
1172	AVENSTR	Avena strigosa
1173	AVEN-SP	Avena species
1174	AVEEFLE	Avenella flexuosa
1175	AVEE-SP	Avenella species
1179	AVEUPLA	Helictochloa planiculmis
1183	AVEUPRT	Helictochloa pratensis
1184	AVEUP-H	Helictochloa pratensis ssp. hirtifolia
1185	AVEUP-R	Helictochloa pratensis ssp. pratensis
1187	AVEUPUB	Avenula pubescens
1189	AVEUP-U	Avenula pubescens
1192	AVEUP-N	Helictochloa planiculmis
1193	AVEU-SP	Avenula species
1194	AXYRAMA	Axyris amaranthoides
1195	AXYR-SP	Axyris species
1196	AZOLFIL	Azolla filiculoides
1198	AZOL-SP	Azolla species
1199	BACIABS	Bacidia absistens
1200	BACIARC	Bacidia arceutina
1201	BACIARN	Bacidia arnoldiana
1202	BACIASS	Bacidia assulata
1203	BACIAUE	Bacidia auerswaldii
1204	BACIBAD	Bacidia badensis
1205	BACIBAG	Bacidia bagliettoana
1206	BACIBAN	Bacidia banatica
1207	BACIBEC	Bacidia beckhausii
1208	BACIBOR	Bacidia borborodes
1209	BACICAE	Bacidia caesiomarginata
1210	BACICAR	Bacidia carneoglauca
1211	BACICIR	Bacidia circumspecta
1212	BACIEPH	Bacidia ephemera
1213	BACIFAL	Bacidia fallax
1214	BACIFRA	Bacidia fraxinea
1215	BACIFRI	Bacidia friesiana
1216	BACIFUS	Bacidia fuscoviridis
1217	BACIGLO	Bacidia globulosa
1218	BACIGOR	Bacidia gorgonea
1219	BACIHEG	Bacidia hegetschweileri
1220	BACIHER	Bacidia herbarum
1221	BACIILL	Bacidia illudens
1222	BACIINC	Bacidia incompta
1223	BACIKIL	Bacidia killiasii
1224	BACILAU	Bacidia laurocerasi
1225	BACINAE	Bacidia naegelii
1226	BACINOT	Bacidia notarisiana
1227	BACIPEL	Bacidia peltigericola
1228	BACIPOL	Bacidia polychroa
1229	BACIPRO	Bacidia propinqua
1230	BACIROS	Bacidia rosella
1231	BACIRUB	Bacidia rubella
1232	BACISUB	Bacidia subincompta
1233	BACITRA	Bacidia trachona
1234	BACIVIR	Bacidia viridescens
1235	BACI-SP	Bacidia species
1236	BACDAPI	Bacidina apiahica
1237	BACDCHL	Bacidina chloroticula
1238	BACDEGE	Bacidina egenula
1239	BACDINU	Bacidina inundata
1240	BACDNEG	Bacidina neglecta
1241	BACDPHA	Bacidina phacodes
1242	BACD-SP	Bacidina species
1243	BACTDRY	Bactrospora dryina
1244	BACT-SP	Bactrospora species
1245	BAEOCAL	Baeomyces callianthus
1246	BAEOCAR	Baeomyces carneus
1247	BAEOPLA	Baeomyces placophyllus
1248	BAEORUF	Baeomyces rufus
1249	BAEO-SP	Baeomyces species
1250	BAGLBAL	Bagliettoa baldensis
1251	BAGLPAR	Bagliettoa parmigera
1252	BAGLPAM	Bagliettoa parmigerella
1253	BAGLSPH	Bagliettoa sphinctrina
1254	BAGLSTE	Bagliettoa steineri
1255	BAGL-SP	Bagliettoa species
1256	BALLNIG	Ballota nigra
1257	BALLN-M	Ballota nigra ssp. meridionalis
1258	BALLN-N	Ballota nigra ssp. nigra
1259	BALL-SP	Ballota species
1261	BARBSTR	Barbarea stricta
1263	BARBVUL	Barbarea vulgaris
1264	BARBV-A	Barbarea vulgaris ssp. arcuata
1265	BARBV-V	Barbarea vulgaris ssp. vulgaris
1266	BARB-SP	Barbarea species
1267	BARESTR	Barbella strongylensis
1268	BARE-SP	Barbella species
1269	BARIATL	Barbilophozia atlantica
1270	BARIATT	Barbilophozia attenuata
1271	BARIBAR	Barbilophozia barbata
1272	BARIBIN	Barbilophozia binstaedii
1273	BARIFLO	Barbilophozia floerkei
1274	BARIHAT	Barbilophozia hatcheri
1275	"BARIH;G"	Barbilophozia hatcheri var. grandiretis
1276	"BARIH;H"	Barbilophozia hatcheri var. hatcheri
1277	BARIKUN	Barbilophozia kunzeana
1278	BARILYC	Barbilophozia lycopodioides
1279	BARIQUA	Barbilophozia quadriloba
1280	BARI-SP	Barbilophozia species
1281	BARUBIC	Barbula bicolor
1282	BARUCON	Barbula convoluta
1283	BARUCRO	Barbula crocea
1284	BARUEND	Barbula enderesii
1285	BARUSIN	Barbula sinuosa
1286	BARUUNG	Barbula unguiculata
1287	BARU-SP	Barbula species
1288	BARTHAL	Bartramia halleriana
1289	BARTITH	Bartramia ithyphylla
1290	"BARTI;B"	Bartramia ithyphylla var. breviseta
1291	"BARTI;I"	Bartramia ithyphylla var. ithyphylla
1292	BARTPOM	Bartramia pomiformis
1293	"BARTP;C"	Bartramia pomiformis var. crispa
1294	"BARTP;E"	Bartramia pomiformis var. elongata
1295	"BARTP;P"	Bartramia pomiformis var. pomiformis
1296	BARTSTR	Bartramia stricta
1297	BARTSUB	Bartramia subulata
1298	BART-SP	Bartramia species
1299	BARSALP	Bartsia alpina
1301	BARS-SP	Bartsia species
1303	BASSLAN	Bassia laniflora
1304	BASSPRO	Bassia prostrata
1305	BASSSCO	Bassia scoparia
1306	BASSS-D	Bassia scoparia ssp. densiflora
1307	BASSS-S	Bassia scoparia ssp. scoparia
1308	BASSSED	Sedobassia sedoides
1309	BASSTRI	Sclerolaena tricuspis
1310	BASS-SP	Kochia species
1311	BAZZFLA	Bazzania flaccida
1312	BAZZPEA	Bazzania pearsonii
1313	BAZZTRI	Bazzania tricrenata
1314	BAZZTRL	Bazzania trilobata
1315	"BAZZT;D"	Bazzania trilobata var. depauperata
1316	"BAZZT;T"	Bazzania trilobata var. trilobata
1317	BAZZ-SP	Bazzania species
1318	BECKERU	Beckmannia eruciformis
1319	BECK-SP	Beckmannia species
1321	BEGO-SP	Begonia species
1324	BELEALP	Bellemerea alpina
1325	BELECIN	Bellemerea cinereorufescens
1326	BELECUP	Bellemerea cupreoatra
1327	BELEDIA	Bellemerea diamarta
1328	BELESAN	Bellemerea sanguinea
1329	BELESUB	Bellemerea subcandida
1330	BELESUS	Bellemerea subsorediza
1331	BELE-SP	Bellemerea species
1332	BELIPER	Bellis perennis
1333	BELI-SP	Bellis species
1334	BELOHER	Belonia herculana
1335	BELOINC	Belonia incarnata
1336	BELORUS	Belonia russula
1337	BELO-SP	Belonia species
1338	BERBJUL	Berberis julianae
1339	BERBTHU	Berberis thunbergii
1340	BERBVUL	Berberis vulgaris
1341	BERB-SP	Berberis species
1343	BERGCRA	Bergenia crassifolia
1345	BERG-SP	Bergenia species
1346	BERTINC	Berteroa incana ssp. incana
1348	BERTSTR	Berteroa incana ssp. stricta
1349	BERT-SP	Berteroa species
1350	BERUERE	Berula erecta
1351	BERU-SP	Berula species
1352	BETATRI	Beta trigyna
1353	BETAVUL	Beta vulgaris
1354	BETA-SP	Beta species
1357	BETOOFF	Betonica officinalis
1358	BETO-SP	Betonica species
1359	BETUHUM	Betula humilis
1360	BETUNAN	Betula nana
1361	BETUPEN	Betula pendula
1362	BETUPUB	Betula pubescens
1363	BETUP-C	Betula carpatica
1364	BETUP-P	Betula pubescens
1365	BETUOBS	Betula pendula var. obscura
1366	BETUOYC	Betula oycoviensis
1367	BETU-SP	Betula species
1368	BIATCUP	Biatora cuprea
1369	BIATEPI	Biatora epixanthoides
1370	BIATEPX	Biatora epixanthoidiza
1371	BIATHEL	Biatora helvola
1372	BIATHUM	Biatora humida
1373	BIATPIL	Biatora pilularis
1374	BIATVER	Biatora vernalis
1375	BIAT-SP	Biatora species
1376	BIAOFLA	Biatorella flavella
1377	BIAOFOS	Biatorella fossarum
1378	BIAOHEM	Biatorella hemisphaerica
1379	BIAOHET	Biatorella heterospora
1380	BIAOMIC	Biatorella microhaema
1381	BIAOMON	Biatorella monasteriensis
1382	BIAOOCH	Biatorella ochrophora
1383	BIAOTIR	Biatorella tiroliensis
1384	BIAO-SP	Biatorella species
1385	BIARUSN	Biatoropsis usnearum
1386	BIAR-SP	Biatoropsis species
1388	BIDECER	Bidens cernuus
1389	BIDECON	Bidens connatus
1390	BIDEFRO	Bidens frondosus
1391	BIDEPIL	Bidens pilosus
1392	BIDERAD	Bidens radiatus
1393	BIDETRI	Bidens tripartitus
1394	BIDET-T	Bidens tripartitus
1396	BIDE-SP	Bidens species
1397	BIFORAD	Bifora radians
1398	BIFO-SP	Bifora species
1399	BISCLAE	Biscutella laevigata
1405	BISCL-V	Biscutella laevigata ssp. varia
1406	BISC-SP	Biscutella species
1411	BLASPUS	Blasia pusilla
1412	BLAS-SP	Blasia species
1413	BLECSPI	Blechnum spicant
1414	BLEC-SP	Blechnum species
1415	BLEPTRI	Blepharostoma trichophyllum
1416	BLEP-SP	Blepharostoma species
1417	BLINACU	Blindia acuta
1418	BLINCAE	Blindia caespiticia
1419	BLIN-SP	Blindia species
1420	BLYSCOM	Blysmus compressus
1421	BLYS-SP	Blysmus species
1422	BOLBMAR	Bolboschoenus maritimus
1423	BOLB-SP	Bolboschoenus species
1426	BORAOFF	Borago officinalis
1427	BORA-SP	Borago species
1428	BOTHISC	Bothriochloa ischaemum
1429	BOTH-SP	Bothriochloa species
1431	BOTRLUN	Botrychium lunaria
1432	BOTRMAT	Botrychium matricariifolium
1433	BOTRMUL	Botrychium multifidum
1434	BOTRSIM	Botrychium simplex
1436	BOTR-SP	Botrychium species
1437	BOTYGRA	Botrydium granulatum
1438	BOTY-SP	Botrydium species
1441	BRACTRI	Brachydontium trichodes
1442	BRAC-SP	Brachydontium species
1443	BRAHCOM	Brachymenium commutatum
1444	BRAHPAR	Brachymenium paradoxum
1445	BRAH-SP	Brachymenium species
1447	BRAYPIN	Brachypodium pinnatum
1448	BRAY#PI	Brachypodium pinnatum agg.
1449	BRAYRUP	Brachypodium rupestre
1451	BRAYSYL	Brachypodium sylvaticum
1452	BRAYS-S	Brachypodium sylvaticum
1453	BRAY-SP	Brachypodium species
1454	BRATALB	Brachythecium albicans
1455	"BRATA;A"	Brachythecium albicans var. albicans
1456	"BRATA;G"	Brachythecium albicans var. groenlandicum
1457	BRATAPP	Brachythecium appleyardiae
1458	BRATCAM	Brachythecium campestre
1459	BRATCAP	Brachythecium capillaceum
1460	BRATCOL	Brachythecium collinum
1461	BRATDIE	Brachythecium dieckii
1462	BRATERY	Brachythecium erythrorrhizon
1463	BRATGEH	Brachythecium geheebii
1464	BRATGLA	Brachythecium glaciale
1465	BRATGLR	Brachythecium glareosum
1466	BRATLAT	Brachythecium latifolium
1467	BRATMIL	Brachythecium mildeanum
1468	BRATOED	Brachythecium oedipodium
1469	BRATOXY	Brachythecium oxycladum
1470	BRATPLU	Brachythecium plumosum
1471	BRATPOP	Brachythecium populeum
1472	BRATREF	Brachythecium reflexum
1473	BRATRIV	Brachythecium rivulare
1474	BRATRUT	Brachythecium rutabulum
1475	BRATRYA	Brachythecium ryanii
1476	BRATSAL	Brachythecium salebrosum
1477	BRATSTA	Brachythecium starkei
1478	BRATTRA	Brachythecium trachypodium
1479	BRATTUR	Brachythecium turgidum
1480	BRATVEL	Brachythecium velutinum
1481	"BRATV;S"	Brachythecium velutinum var. salicinum
1482	"BRATV;V"	Brachythecium velutinum var. velutinum
1483	BRAT-SP	Brachythecium species
1484	BRASELO	Brassica elongata
1485	BRASE-E	Brassica elongata ssp. elongata
1486	BRASE-I	Brassica elongata ssp. integrifolia
1487	BRASJUN	Brassica juncea
1488	BRASNAP	Brassica napus
1489	BRASNIG	Brassica nigra
1490	BRASOLE	Brassica oleracea
1491	BRASRAP	Brassica rapa
1492	BRAS-SP	Brassica species
1493	BRAUALO	Braunia alopecura
1494	BRAU-SP	Braunia species
1497	BREUCHR	Breutelia chrysocoma
1498	BREU-SP	Breutelia species
1499	BRIZMED	Briza media
1500	BRIZMIN	Briza minor
1501	BRIZ-SP	Briza species
1502	BRODATR	Brodoa atrofusca
1503	BRODINT	Brodoa intestiniformis
1504	BROD-SP	Brodoa species
1505	BROMARV	Bromus arvensis
1506	BROMBEN	Bromus benekenii
1507	BROMBRI	Bromus briziformis
1508	BROMCAR	Bromus carinatus
1509	BROMCOM	Bromus commutatus
1510	BROM#ER	Bromus erectus
1511	BROMERE	Bromus erectus
1513	BROMHOR	Bromus hordeaceus
1514	BROMH-H	Bromus hordeaceus ssp. hordeaceus
1515	BROMINE	Bromus inermis
1516	BROMJAP	Bromus japonicus
1517	BROMLAN	Bromus lanceolatus
1518	BROMLEP	Bromus lepidus
1519	BROMMAD	Bromus madritensis
1523	BROM#RA	Bromus racemosus agg.
1524	BROMRAC	Bromus racemosus
1525	BROM#RM	Bromus ramosus agg.
1526	BROMRAM	Bromus ramosus
1527	BROMRIG	Bromus rigidus
1528	BROM#SE	Bromus secalinus
1529	BROMSEC	Bromus secalinus
1530	BROMSQU	Bromus squarrosus
1531	BROMSTE	Bromus sterilis
1532	BROMTEC	Bromus tectorum
1534	BROMHAE	Bromus catharticus
1535	BROMRUB	Bromus rubens
1536	BROMSCO	Bromus scoparius
1537	BROM-SP	Bromus species
1538	BROTLOR	Brotherella lorentziana
1539	BROT-SP	Brotherella species
1542	BRUCFLE	Bruchia flexuosa
1543	BRUCVOG	Bruchia vogesiaca
1544	BRUC-SP	Bruchia species
1545	BRUNMAC	Brunnera macrophylla
1546	BRUN-SP	Brunnera species
1547	BRYHNOV	Bryhnia novae-angliae
1548	BRYH-SP	Bryhnia species
1549	BRYOLON	Bryobrittonia longipes
1550	BRYO-SP	Bryobrittonia species
1551	BRYEALP	Bryoerythrophyllum alpigenum
1552	BRYECAL	Bryoerythrophyllum caledonicum
1553	BRYELUS	Bryoerythrophyllum lusitanicum
1554	BRYEMAC	Bryoerythrophyllum machadoanum
1555	BRYEREC	Bryoerythrophyllum recurvirostre
1556	BRYERUB	Bryoerythrophyllum rubrum
1557	BRYE-SP	Bryoerythrophyllum species
1558	BRYNALB	Bryonia alba
1559	BRYNDIO	Bryonia dioica
1560	BRYN-SP	Bryonia species
1561	BRYRCAS	Bryonora castanea
1562	BRYRCOR	Bryonora corallina
1563	BRYRCUR	Bryonora curvescens
1564	BRYRCUV	Bryonora curvescens f. andreaeae
1565	BRYRRHY	Bryonora rhypariza
1566	BRYR-SP	Bryonora species
1567	BRYPGLO	Bryophagus gloeocapsa
1568	BRYP-SP	Bryophagus species
1569	BRYIBIC	Bryoria bicolor
1570	BRYICAP	Bryoria capillaris
1571	BRYICAR	Bryoria carpatica
1572	BRYICHA	Bryoria chalybeiformis
1573	BRYIFUR	Bryoria furcellata
1574	BRYIFUS	Bryoria fuscescens
1575	BRYIFUC	Bryoria fuscescens f. pallida
1576	BRYIIMP	Bryoria implexa
1577	BRYIINT	Bryoria intricans
1578	BRYIJUB	Bryoria jubata
1579	BRYIKUE	Bryoria kuemmerleana
1580	BRYILAN	Bryoria lanestris
1581	BRYIMOT	Bryoria motykana
1582	BRYINAD	Bryoria nadvornikiana
1583	BRYIOST	Bryoria osteola
1584	BRYIPOS	Bryoria positiva
1585	BRYIPSE	Bryoria pseudofuscescens
1586	BRYISET	Bryoria setacea
1587	BRYISIM	Bryoria simplicior
1588	BRYISMI	Bryoria smithii
1589	BRYISUB	Bryoria subcana
1590	BRYITAT	Bryoria tatarkiewiczii
1591	BRYITEN	Bryoria tenuis
1592	BRYITRI	Bryoria trichodes
1593	BRYI-SP	Bryoria species
1594	BRYXNOR	Bryoxiphium norvegicum
1595	BRYX-SP	Bryoxiphium species
1596	BRYUALG	Bryum algovicum
1597	BRYUALP	Bryum alpinum
1598	BRYU#AL	Bryum alpinum complex
1599	BRYUARC	Bryum archangelicum
1600	BRYUART	Bryum arcticum
1601	BRYUARG	Bryum argenteum
1602	BRYU#AT	Bryum atrovirens agg.
1603	BRYUAXE	Bryum axel-blyttii
1604	BRYUBAD	Bryum badium
1605	BRYUBIC	Bryum bicolor
1606	BRYU#BI	Bryum bicolor complex
1607	BRYUBIM	Bryum bimum
1608	BRYUBLI	Bryum blindii
1609	BRYUBOR	Bryum bornholmense
1610	BRYUCAE	Bryum caespiticium
1611	BRYUCAL	Bryum calophyllum
1612	BRYUCAP	Bryum capillare
1613	BRYU#CA	Bryum capillare group
1614	BRYUCEL	Bryum cellulare
1615	BRYUCOM	Bryum comense
1616	BRYUCRE	Bryum creberrimum
1617	BRYUCRY	Bryum cryophilum
1618	BRYUCUR	Bryum curvatum
1619	BRYUCYL	Bryum cylophyllum
1620	BRYUDEM	Bryum demaretianum
1621	BRYUDIX	Bryum dixonii
1622	BRYUDON	Bryum donianum
1623	BRYUDUN	Bryum dunense
1624	BRYUELE	Bryum elegans
1625	BRYU#ER	Bryum erythrocarpus group
1626	BRYUFUN	Bryum funckii
1627	BRYUGEM	Bryum gemmiferum
1628	BRYUGEI	Bryum gemmilucens
1629	BRYUGEP	Bryum gemmiparum
1630	BRYUIMB	Bryum imbricatum
1631	BRYUINT	Bryum intermedium
1632	BRYUKLI	Bryum klinggraeffii
1633	BRYUKNO	Bryum knowltonii
1634	BRYUKUN	Bryum kunzei
1635	BRYULAW	Bryum lawersianum
1636	BRYULON	Bryum longisetum
1637	BRYUMAM	Bryum mamillatum
1638	BRYUMAR	Bryum marrattii
1639	BRYUMIL	Bryum mildeanum
1640	BRYUMIN	Bryum miniatum
1641	BRYUMUE	Bryum muehlenbeckii
1642	BRYUNEO	Bryum neodamense
1643	BRYUNIT	Bryum nitidulum
1644	BRYUOBL	Bryum oblongum
1645	BRYUPAL	Bryum pallens
1646	BRYUPAE	Bryum pallescens
1647	BRYUPRO	Bryum provinciale
1648	BRYUPSE	Bryum pseudotriquetrum
1649	BRYUPUR	Bryum purpurascens
1650	BRYUPYR	Bryum pyriferum
1651	BRYURAD	Bryum radiculosum
1652	BRYURIP	Bryum riparium
1653	BRYURUB	Bryum rubens
1654	BRYURUD	Bryum ruderale
1655	BRYURUF	Bryum rufifolium
1656	BRYURUT	Bryum rutilans
1657	BRYUSAL	Bryum salinum
1658	BRYUSAU	Bryum sauteri
1659	BRYUSCH	Bryum schleicheri
1660	BRYUSTI	Bryum stirtonii
1661	BRYUSUB	Bryum subapiculatum
1662	BRYUSUE	Bryum subelegans
1663	BRYUSUN	Bryum subneodamense
1664	BRYUTEN	Bryum tenuisetum
1665	BRYUTOR	Bryum torquescens
1666	BRYUTUR	Bryum turbinatum
1667	BRYUULI	Bryum uliginosum
1668	BRYUVER	Bryum veronense
1669	BRYUVES	Bryum versicolor
1670	BRYUVIO	Bryum violaceum
1671	BRYUWAR	Bryum warneum
1672	BRYUWEI	Bryum weigelii
1673	BRYUWRI	Bryum wrightii
1674	BRYU-SP	Bryum species
1675	BUCEROM	Bucegia romanica
1676	BUCE-SP	Bucegia species
1677	BUDDDAV	Buddleja davidii
1678	BUDD-SP	Buddleja species
1679	BUELAET	Buellia aethalea
1680	BUELALB	Buellia alboatra
1681	BUELAMB	Buellia ambigua
1682	BUELARB	Buellia arborea
1683	BUELARN	Buellia arnoldii
1684	BUELBAD	Buellia badia
1685	BUELCHL	Buellia chloroleuca
1686	BUELCHO	Buellia chlorophaea
1687	BUELCON	Buellia concinna
1688	BUELCOR	Buellia corrugata
1689	BUELDIS	Buellia disciformis
1690	"BUELD;D"	Buellia disciformis var. disciformis
1691	"BUELD;L"	Buellia disciformis var. leptocline
1692	"BUELD;M"	Buellia disciformis var. microspora
1693	BUELECT	Buellia ectolechioides
1694	BUELELE	Buellia elegans
1695	BUELEPI	Buellia epigaea
1696	BUELEPP	Buellia epipolia
1697	BUELERU	Buellia erubescens
1698	BUELGEO	Buellia geophila
1699	BUELGRI	Buellia griseovirens
1700	BUELHYP	Buellia hypophana
1701	BUELINS	Buellia insignis
1702	BUELJUG	Buellia jugorum
1703	BUELLEP	Buellia leptocline
1704	BUELLET	Buellia leptolepis
1705	BUELLUR	Buellia luridata
1706	BUELMAR	Buellia margaritacea
1707	BUELMIR	Buellia miriquidica
1708	BUELNIV	Buellia nivalis
1709	BUELOCC	Buellia occulta
1710	BUELOCE	Buellia ocellata
1711	BUELPAP	Buellia papillata
1712	BUELPAR	Buellia parvula
1713	BUELPHA	Buellia pharcidia
1714	BUELPOE	Buellia poeltii
1715	BUELPOL	Buellia polysporella
1716	BUELPUL	Buellia pulverulenta
1717	BUELPUN	Buellia punctata
1718	BUELPUC	Buellia punctata f. muscicola
1719	BUELSAN	Buellia sanguinolenta
1720	BUELSCH	Buellia schaereri
1721	BUELSPU	Buellia spuria
1722	BUELSTE	Buellia stellulata
1723	BUELSUB	Buellia subdisciformis
1724	BUELSUD	Buellia subdispersa
1725	BUELTRI	Buellia triphragmia
